-1.9141e-05,-1.2682e-05,0,-1.5912e-05,-3.2296e-06
-1.7709e-05,-1.4024e-05,3.041e-07,-1.5867e-05,-1.8428e-06
-1.5332e-05,-1.5856e-05,5.8359e-07,-1.5594e-05,2.6167e-07
-1.0733e-05,-1.7168e-05,8.7138e-07,-1.3951e-05,3.2175e-06
-3.4647e-06,-1.8602e-05,1.1867e-06,-1.1033e-05,7.5688e-06
5.6028e-06,-2.0059e-05,1.5444e-06,-7.2279e-06,1.2831e-05
1.2314e-05,-2.1922e-05,1.8575e-06,-4.8038e-06,1.7118e-05
2.1417e-05,-2.3281e-05,2.2434e-06,-9.3165e-07,2.2349e-05
2.6739e-05,-2.5701e-05,2.606e-06,5.1887e-07,2.622e-05
4.1282e-05,-2.777e-05,3.1248e-06,6.7561e-06,3.4526e-05
5.8094e-05,-2.9381e-05,3.4132e-06,1.4356e-05,4.3738e-05
6.9718e-05,-2.9726e-05,3.8408e-06,1.9996e-05,4.9722e-05
8.4655e-05,-3.1242e-05,4.2654e-06,2.6707e-05,5.7948e-05
9.9546e-05,-3.1882e-05,4.7147e-06,3.3832e-05,6.5714e-05
0.00012057,-3.198e-05,5.1609e-06,4.4295e-05,7.6275e-05
0.00013907,-3.2477e-05,5.5577e-06,5.3294e-05,8.5771e-05
0.00014864,-3.2973e-05,5.9615e-06,5.7836e-05,9.0808e-05
0.00016378,-3.4013e-05,6.4034e-06,6.4883e-05,9.8896e-05
0.00018414,-3.4766e-05,6.9189e-06,7.4687e-05,0.00010945
0.0002012,-3.6018e-05,7.188e-06,8.2593e-05,0.00011861
0.00021948,-3.623e-05,7.7245e-06,9.1624e-05,0.00012785
0.00024158,-3.6821e-05,8.101e-06,0.00010238,0.0001392
0.00026,-3.7897e-05,8.5976e-06,0.00011105,0.00014895
0.00027662,-3.7565e-05,8.9741e-06,0.00011953,0.00015709
0.0002972,-3.8188e-05,9.4668e-06,0.00012951,0.00016769
0.00031863,-3.8688e-05,9.9236e-06,0.00013997,0.00017866
0.00033604,-3.6931e-05,1.0352e-05,0.00014955,0.00018649
0.00035477,-3.5962e-05,1.0791e-05,0.0001594,0.00019537
0.00036697,-3.7028e-05,1.1167e-05,0.00016497,0.000202
0.00038642,-3.6802e-05,1.1615e-05,0.00017481,0.00021161
0.00040087,-3.7819e-05,1.1951e-05,0.00018153,0.00021935
0.00041693,-3.6932e-05,1.2384e-05,0.00019,0.00022693
0.00043646,-3.6596e-05,1.2807e-05,0.00019993,0.00023653
0.00046238,-3.6604e-05,1.3122e-05,0.00021289,0.00024949
0.00047571,-3.5658e-05,1.3669e-05,0.00022002,0.00025568
0.00049707,-3.52e-05,1.4064e-05,0.00023094,0.00026614
0.00051341,-3.6088e-05,1.4433e-05,0.00023866,0.00027475
0.00053563,-3.5707e-05,1.4868e-05,0.00024996,0.00028567
0.00055529,-3.4183e-05,1.5251e-05,0.00026055,0.00029474
0.00056569,-3.3716e-05,1.5638e-05,0.00026599,0.0002997
0.00058315,-3.4239e-05,1.5931e-05,0.00027446,0.0003087
0.00060289,-3.4619e-05,1.6411e-05,0.00028414,0.00031876
0.00062168,-3.4806e-05,1.6817e-05,0.00029344,0.00032824
0.00063849,-3.4755e-05,1.7241e-05,0.00030187,0.00033662
0.00065549,-3.3085e-05,1.7567e-05,0.0003112,0.00034429
0.00067353,-3.2467e-05,1.7841e-05,0.00032053,0.000353
0.0006883,-3.2818e-05,1.8251e-05,0.00032774,0.00036056
0.0007148,-3.19e-05,1.8612e-05,0.00034145,0.00037335
0.00072526,-2.9843e-05,1.898e-05,0.00034771,0.00037755
0.00073663,-2.9646e-05,1.9297e-05,0.00035349,0.00038314
0.0007598,-2.8777e-05,1.9643e-05,0.00036551,0.00039429
0.00077038,-2.8062e-05,1.9942e-05,0.00037116,0.00039922
0.00078056,-2.7254e-05,2.0275e-05,0.00037665,0.00040391
0.0007987,-2.7704e-05,2.07e-05,0.0003855,0.0004132
0.00082029,-2.6709e-05,2.0934e-05,0.00039679,0.0004235
0.00084217,-2.5547e-05,2.1209e-05,0.00040831,0.00043386
0.00085314,-2.4246e-05,2.1616e-05,0.00041445,0.00043869
0.00087772,-2.371e-05,2.1865e-05,0.000427,0.00045071
0.00088513,-2.2382e-05,2.2044e-05,0.00043137,0.00045376
0.00089206,-2.211e-05,2.2439e-05,0.00043497,0.00045708
0.00090149,-2.2592e-05,2.269e-05,0.00043945,0.00046204
0.00092288,-2.1838e-05,2.299e-05,0.00045052,0.00047236
0.00093963,-2.0805e-05,2.3196e-05,0.00045941,0.00048022
0.00095276,-2.039e-05,2.3461e-05,0.00046618,0.00048657
0.00096572,-1.9414e-05,2.3713e-05,0.00047315,0.00049256
0.00097697,-1.771e-05,2.387e-05,0.00047963,0.00049734
0.00099095,-1.6378e-05,2.4122e-05,0.00048728,0.00050366
0.00099808,-1.4318e-05,2.437e-05,0.00049188,0.0005062
0.0010116,-1.3905e-05,2.452e-05,0.00049886,0.00051277
0.001019,-1.2846e-05,2.4722e-05,0.00050307,0.00051592
0.0010328,-1.1482e-05,2.492e-05,0.00051067,0.00052216
0.0010375,-9.9533e-06,2.5022e-05,0.0005138,0.00052375
0.0010475,-9.9654e-06,2.5265e-05,0.00051876,0.00052873
0.0010581,-1.0314e-05,2.5423e-05,0.00052387,0.00053418
0.0010706,-1.0616e-05,2.5494e-05,0.00052998,0.0005406
0.0010816,-1.0361e-05,2.5724e-05,0.00053564,0.000546
0.0010843,-1.0909e-05,2.588e-05,0.00053668,0.00054759
0.0011001,-1.2148e-05,2.606e-05,0.00054397,0.00055611
0.0011111,-1.1721e-05,2.6275e-05,0.0005497,0.00056142
0.0011152,-1.2055e-05,2.6614e-05,0.00055157,0.00056362
0.0011253,-1.2098e-05,2.679e-05,0.00055658,0.00056868
0.0011272,-1.2524e-05,2.6945e-05,0.00055734,0.00056987
0.0011329,-1.3677e-05,2.7214e-05,0.00055959,0.00057327
0.0011435,-1.2925e-05,2.7449e-05,0.00056528,0.00057821
0.0011498,-1.3277e-05,2.7817e-05,0.00056825,0.00058152
0.0011599,-1.3058e-05,2.7961e-05,0.00057343,0.00058649
0.001175,-1.4358e-05,2.8229e-05,0.00058031,0.00059467
0.0011907,-1.375e-05,2.8411e-05,0.00058849,0.00060224
0.0011952,-1.2416e-05,2.866e-05,0.00059137,0.00060378
0.0012026,-1.3445e-05,2.8845e-05,0.0005946,0.00060804
0.0012153,-1.3096e-05,2.9138e-05,0.00060108,0.00061418
0.0012209,-1.3226e-05,2.9391e-05,0.00060383,0.00061706
0.001232,-1.4393e-05,2.9573e-05,0.00060882,0.00062321
0.0012476,-1.4063e-05,2.9699e-05,0.00061679,0.00063085
0.0012577,-1.3053e-05,3.0062e-05,0.00062231,0.00063537
0.0012658,-1.2496e-05,3.0181e-05,0.00062665,0.00063915
0.0012722,-1.3138e-05,3.0485e-05,0.00062952,0.00064266
0.0012809,-1.3141e-05,3.0678e-05,0.00063387,0.00064701
0.0012928,-1.3093e-05,3.0895e-05,0.00063985,0.00065294
0.0013005,-1.3277e-05,3.1053e-05,0.0006436,0.00065688
0.0013139,-1.3639e-05,3.1183e-05,0.00065013,0.00066377
0.0013252,-1.259e-05,3.1422e-05,0.00065631,0.0006689
0.0013422,-1.2767e-05,3.1661e-05,0.00066472,0.00067749
0.0013495,-1.1613e-05,3.1809e-05,0.00066895,0.00068056
0.0013488,-1.0944e-05,3.204e-05,0.00066891,0.00067985
0.0013616,-1.1272e-05,3.2072e-05,0.00067518,0.00068645
0.0013703,-1.1187e-05,3.2263e-05,0.00067955,0.00069074
0.001377,-1.2061e-05,3.2476e-05,0.00068246,0.00069453
0.001389,-1.1936e-05,3.2739e-05,0.00068852,0.00070045
0.0013917,-6.4186e-06,3.2772e-05,0.00069265,0.00069907
0.0013969,-1.8012e-06,3.3426e-05,0.00069753,0.00069933
0.0014035,1.0683e-06,3.3382e-05,0.00070227,0.0007012
0.0014036,3.0651e-06,3.3252e-05,0.00070335,0.00070028
0.0014139,3.8524e-06,3.3079e-05,0.00070887,0.00070502
0.001396,2.7438e-05,3.4051e-05,0.00071172,0.00068429
0.0013843,3.9661e-05,3.2705e-05,0.00071196,0.0006723
0.0013615,5.7893e-05,3.0232e-05,0.00070971,0.00065182
0.0013424,6.3772e-05,3.0129e-05,0.00070311,0.00063934
0.00134,5.6987e-05,2.9937e-05,0.0006985,0.00064151
