9.203e-06,1.8794
2.2957e-05,4.5841
3.8393e-05,7.5143
5.3058e-05,10.508
6.8443e-05,13.621
8.4331e-05,16.754
0.0001004,19.91
8.4341e-05,16.754
6.8492e-05,13.621
5.2716e-05,10.508
3.7603e-05,7.5143
2.2841e-05,4.5841
9.1726e-06,1.8794
-1.534e-07,0
